rock_hard_negative_samples,rock_false_acceptance_rate,rock_accepted_as_down_rate,dorsal_samples,dorsal_recall,dorsal_as_down_rate,down_samples,down_recall,down_as_dorsal_rate
293,0.006825938566552901,0.0,427,0.9976580796252927,0.00234192037470726,229,0.9956331877729258,0.0
